task_id,method,seed,model,status,strict_success,macro_state_f1,critical_errors,input_tokens
cf_travel_03_granted,free_form__absent__executable__advisory,303,qwen2.5-14b,ok,1,0.75,1,2508
cf_travel_03_granted,typed__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,0.75,1,2624
cf_travel_03_granted,typed__absent__absent__advisory,303,qwen2.5-14b,ok,1,0.75,1,2454
cf_travel_03_granted,free_form__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,0.75,1,2602
cf_travel_03_granted,typed__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,0.75,1,2586
cf_travel_03_granted,typed__absent__executable__advisory,303,qwen2.5-14b,ok,1,0.75,1,2492
cf_travel_03_granted,free_form__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,0.75,1,2640
cf_travel_03_unknown,free_form__absent__absent__advisory,303,qwen2.5-14b,ok,1,1.0,0,4528
cf_travel_03_unknown,free_form__absent__executable__advisory,303,qwen2.5-14b,ok,1,1.0,0,4602
cf_travel_03_unknown,typed__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,1.0,0,4910
cf_travel_03_unknown,typed__absent__absent__advisory,303,qwen2.5-14b,ok,1,1.0,0,4501
cf_travel_03_unknown,free_form__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,1.0,0,4863
cf_travel_03_unknown,typed__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,1.0,0,4839
cf_travel_03_unknown,typed__absent__executable__advisory,303,qwen2.5-14b,ok,1,1.0,0,4577
cf_travel_03_unknown,free_form__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,1.0,0,4934
cf_travel_05_stale,free_form__absent__absent__advisory,303,qwen2.5-14b,ok,0,0.75,1,8890
cf_travel_05_stale,free_form__absent__executable__advisory,303,qwen2.5-14b,ok,0,0.75,1,9109
cf_travel_05_stale,typed__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,0.75,1,7193
cf_travel_05_stale,typed__absent__absent__advisory,303,qwen2.5-14b,ok,0,0.75,1,8724
cf_travel_05_stale,free_form__trace_linked__absent__advisory,303,qwen2.5-14b,ok,0,0.75,1,9706
cf_travel_05_stale,typed__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,0.75,1,7098
cf_travel_05_stale,typed__absent__executable__advisory,303,qwen2.5-14b,ok,1,0.75,1,6653
cf_travel_05_stale,free_form__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,0.75,1,9665
cf_travel_02_unknown,free_form__absent__absent__advisory,303,qwen2.5-14b,ok,1,1.0,0,4513
cf_travel_02_unknown,free_form__absent__executable__advisory,303,qwen2.5-14b,ok,1,1.0,0,4579
cf_travel_02_unknown,typed__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,1.0,0,4883
cf_travel_02_unknown,typed__absent__absent__advisory,303,qwen2.5-14b,ok,1,1.0,0,4489
cf_travel_02_unknown,free_form__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,1.0,0,4841
cf_travel_02_unknown,typed__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,1.0,0,4817
cf_travel_02_unknown,typed__absent__executable__advisory,303,qwen2.5-14b,ok,1,1.0,0,4555
cf_travel_02_unknown,free_form__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,1.0,0,4907
cf_travel_01_denied,free_form__absent__absent__advisory,303,qwen2.5-14b,ok,0,0.75,1,8924
cf_travel_01_denied,free_form__absent__executable__advisory,303,qwen2.5-14b,ok,0,0.75,1,9044
cf_travel_01_denied,typed__trace_linked__executable__advisory,303,qwen2.5-14b,ok,0,0.75,1,9680
cf_travel_01_denied,typed__absent__absent__advisory,303,qwen2.5-14b,ok,0,0.75,1,8862
cf_travel_01_denied,free_form__trace_linked__absent__advisory,303,qwen2.5-14b,ok,0,0.75,1,9640
cf_travel_01_denied,typed__trace_linked__absent__advisory,303,qwen2.5-14b,ok,0,0.75,1,9584
cf_travel_01_denied,typed__absent__executable__advisory,303,qwen2.5-14b,ok,0,0.75,1,8988
cf_travel_01_denied,free_form__trace_linked__executable__advisory,303,qwen2.5-14b,ok,0,0.75,1,9694
cf_travel_01_granted,free_form__absent__absent__advisory,303,qwen2.5-14b,ok,1,0.75,1,2499
cf_travel_01_granted,free_form__absent__executable__advisory,303,qwen2.5-14b,ok,1,0.75,1,2535
cf_travel_01_granted,typed__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,0.75,1,2686
cf_travel_01_granted,typed__absent__absent__advisory,303,qwen2.5-14b,ok,1,0.75,1,2487
cf_travel_01_granted,free_form__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,0.75,1,2662
cf_travel_01_granted,typed__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,0.75,1,2650
cf_travel_01_granted,typed__absent__executable__advisory,303,qwen2.5-14b,ok,1,0.75,1,2523
cf_travel_01_granted,free_form__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,0.75,1,2698
cf_travel_06_granted,free_form__absent__absent__advisory,303,qwen2.5-14b,ok,1,0.5,2,2450
cf_travel_06_granted,free_form__absent__executable__advisory,303,qwen2.5-14b,ok,1,0.5,2,2486
cf_travel_06_granted,typed__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,0.5,2,2567
cf_travel_06_granted,typed__absent__absent__advisory,303,qwen2.5-14b,ok,1,0.5,2,2430
cf_travel_06_granted,free_form__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,0.5,2,2551
cf_travel_06_granted,typed__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,0.5,2,2531
cf_travel_06_granted,typed__absent__executable__advisory,303,qwen2.5-14b,ok,1,0.5,2,2466
cf_travel_06_granted,free_form__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,0.5,2,2587
cf_travel_03_stale,free_form__absent__absent__advisory,303,qwen2.5-14b,ok,1,0.75,1,4509
cf_travel_03_stale,free_form__absent__executable__advisory,303,qwen2.5-14b,ok,1,0.75,1,4582
cf_travel_03_stale,typed__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,0.75,1,4843
cf_travel_03_stale,typed__absent__absent__advisory,303,qwen2.5-14b,ok,1,0.75,1,4476
cf_travel_03_stale,free_form__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,0.75,1,4807
cf_travel_03_stale,typed__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,0.75,1,4775
cf_travel_03_stale,typed__absent__executable__advisory,303,qwen2.5-14b,ok,1,0.75,1,4550
cf_travel_03_stale,free_form__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,0.75,1,4875
cf_travel_02_stale,free_form__absent__absent__advisory,303,qwen2.5-14b,ok,1,0.6666666666666666,1,4560
cf_travel_02_stale,free_form__absent__executable__advisory,303,qwen2.5-14b,ok,1,0.6666666666666666,1,4621
cf_travel_02_stale,typed__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,0.6666666666666666,1,5051
cf_travel_02_stale,typed__absent__absent__advisory,303,qwen2.5-14b,ok,1,0.6666666666666666,1,4538
cf_travel_02_stale,free_form__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,0.6666666666666666,1,5018
cf_travel_02_stale,typed__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,0.6666666666666666,1,4996
cf_travel_02_stale,typed__absent__executable__advisory,303,qwen2.5-14b,ok,1,0.6666666666666666,1,4600
cf_travel_02_stale,free_form__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,0.6666666666666666,1,5083
cf_travel_06_unknown,free_form__absent__absent__advisory,303,qwen2.5-14b,ok,1,0.41666666666666663,2,4541
cf_travel_06_unknown,free_form__absent__executable__advisory,303,qwen2.5-14b,ok,1,0.41666666666666663,2,4608
cf_travel_06_unknown,typed__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,0.41666666666666663,2,4914
cf_travel_06_unknown,typed__absent__absent__advisory,303,qwen2.5-14b,ok,1,0.41666666666666663,2,4507
cf_travel_06_unknown,free_form__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,0.41666666666666663,2,4874
cf_travel_06_unknown,typed__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,0.41666666666666663,2,4844
cf_travel_06_unknown,typed__absent__executable__advisory,303,qwen2.5-14b,ok,1,0.41666666666666663,2,4577
cf_travel_06_unknown,free_form__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,0.41666666666666663,2,4944
cf_travel_01_stale,free_form__absent__absent__advisory,303,qwen2.5-14b,ok,0,0.75,1,8816
cf_travel_01_stale,free_form__absent__executable__advisory,303,qwen2.5-14b,ok,0,0.75,1,8966
cf_travel_01_stale,typed__trace_linked__executable__advisory,303,qwen2.5-14b,ok,0,0.75,1,9706
cf_travel_01_stale,typed__absent__absent__advisory,303,qwen2.5-14b,ok,0,0.75,1,8774
cf_travel_01_stale,free_form__trace_linked__absent__advisory,303,qwen2.5-14b,ok,0,0.75,1,9592
cf_travel_01_stale,typed__trace_linked__absent__advisory,303,qwen2.5-14b,ok,0,0.75,1,9550
cf_travel_01_stale,typed__absent__executable__advisory,303,qwen2.5-14b,ok,0,0.75,1,8918
cf_travel_01_stale,free_form__trace_linked__executable__advisory,303,qwen2.5-14b,ok,0,0.75,1,9736
cf_travel_04_unknown,free_form__absent__absent__advisory,303,qwen2.5-14b,ok,1,0.875,1,4522
cf_travel_04_unknown,free_form__absent__executable__advisory,303,qwen2.5-14b,ok,1,0.875,1,4585
cf_travel_04_unknown,typed__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,0.875,1,4989
cf_travel_04_unknown,typed__absent__absent__advisory,303,qwen2.5-14b,ok,1,0.875,1,4497
cf_travel_04_unknown,free_form__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,0.875,1,4948
cf_travel_04_unknown,typed__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,0.875,1,4923
cf_travel_04_unknown,typed__absent__executable__advisory,303,qwen2.5-14b,ok,1,0.875,1,4563
cf_travel_04_unknown,free_form__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,0.875,1,5011
cf_travel_05_granted,free_form__absent__absent__advisory,303,qwen2.5-14b,ok,1,0.6666666666666666,1,2478
cf_travel_05_granted,free_form__absent__executable__advisory,303,qwen2.5-14b,ok,1,0.6666666666666666,1,2512
cf_travel_05_granted,typed__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,0.6666666666666666,1,2661
cf_travel_05_granted,typed__absent__absent__advisory,303,qwen2.5-14b,ok,1,0.6666666666666666,1,2462
cf_travel_05_granted,free_form__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,0.6666666666666666,1,2643
cf_travel_05_granted,typed__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,0.6666666666666666,1,2627
cf_travel_05_granted,typed__absent__executable__advisory,303,qwen2.5-14b,ok,1,0.6666666666666666,1,2496
cf_travel_05_granted,free_form__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,0.6666666666666666,1,2677
cf_travel_03_denied,free_form__absent__absent__advisory,303,qwen2.5-14b,ok,0,0.75,1,8716
cf_travel_03_denied,free_form__absent__executable__advisory,303,qwen2.5-14b,ok,1,0.75,1,2508
cf_travel_03_denied,typed__trace_linked__executable__advisory,303,qwen2.5-14b,ok,0,0.75,1,9320
cf_travel_03_denied,typed__absent__absent__advisory,303,qwen2.5-14b,ok,0,0.75,1,8691
cf_travel_03_denied,free_form__trace_linked__absent__advisory,303,qwen2.5-14b,ok,0,0.75,1,9223
cf_travel_03_denied,typed__trace_linked__absent__advisory,303,qwen2.5-14b,ok,0,0.75,1,9210
cf_travel_03_denied,typed__absent__executable__advisory,303,qwen2.5-14b,ok,0,0.75,1,8816
cf_travel_03_denied,free_form__trace_linked__executable__advisory,303,qwen2.5-14b,ok,0,0.75,1,9384
cf_travel_02_granted,free_form__absent__absent__advisory,303,qwen2.5-14b,ok,1,0.6666666666666666,1,2485
cf_travel_02_granted,free_form__absent__executable__advisory,303,qwen2.5-14b,ok,1,0.6666666666666666,1,2519
cf_travel_02_granted,typed__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,0.6666666666666666,1,2667
cf_travel_02_granted,typed__absent__absent__advisory,303,qwen2.5-14b,ok,1,0.6666666666666666,1,2469
cf_travel_02_granted,free_form__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,0.6666666666666666,1,2649
cf_travel_02_granted,typed__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,0.6666666666666666,1,2633
cf_travel_02_granted,typed__absent__executable__advisory,303,qwen2.5-14b,ok,1,0.6666666666666666,1,2503
cf_travel_02_granted,free_form__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,0.6666666666666666,1,2683
cf_travel_04_granted,free_form__absent__absent__advisory,303,qwen2.5-14b,ok,1,0.6,2,2492
cf_travel_04_granted,free_form__absent__executable__advisory,303,qwen2.5-14b,ok,1,0.5833333333333334,2,2526
cf_travel_04_granted,typed__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,0.625,2,2739
cf_travel_04_granted,typed__absent__absent__advisory,303,qwen2.5-14b,ok,1,0.5833333333333334,2,2476
cf_travel_04_granted,free_form__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,0.625,2,2721
cf_travel_04_granted,typed__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,0.625,2,2705
cf_travel_04_granted,typed__absent__executable__advisory,303,qwen2.5-14b,ok,1,0.5833333333333334,2,2510
cf_travel_04_granted,free_form__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,0.625,2,2755
cf_travel_02_denied,free_form__absent__absent__advisory,303,qwen2.5-14b,ok,0,0.6666666666666666,1,8745
cf_travel_02_denied,free_form__absent__executable__advisory,303,qwen2.5-14b,ok,0,0.6666666666666666,1,8887
cf_travel_02_denied,typed__trace_linked__executable__advisory,303,qwen2.5-14b,error,0,0,4,
cf_travel_02_denied,typed__absent__absent__advisory,303,qwen2.5-14b,ok,0,0.6666666666666666,1,8647
cf_travel_02_denied,free_form__trace_linked__absent__advisory,303,qwen2.5-14b,ok,0,0.6666666666666666,1,9465
cf_travel_02_denied,typed__trace_linked__absent__advisory,303,qwen2.5-14b,ok,0,0.6666666666666666,1,9409
cf_travel_02_denied,typed__absent__executable__advisory,303,qwen2.5-14b,ok,0,0.6666666666666666,1,8915
cf_travel_02_denied,free_form__trace_linked__executable__advisory,303,qwen2.5-14b,ok,0,0.6666666666666666,1,9661
cf_travel_04_stale,free_form__absent__absent__advisory,303,qwen2.5-14b,ok,1,0.625,2,4561
cf_travel_04_stale,free_form__absent__executable__advisory,303,qwen2.5-14b,ok,1,0.625,2,4628
cf_travel_04_stale,typed__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,0.625,2,5164
cf_travel_04_stale,typed__absent__absent__advisory,303,qwen2.5-14b,ok,1,0.625,2,4543
cf_travel_04_stale,free_form__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,0.625,2,5119
cf_travel_04_stale,typed__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,0.625,2,5099
cf_travel_04_stale,typed__absent__executable__advisory,303,qwen2.5-14b,ok,1,0.625,2,4608
cf_travel_04_stale,free_form__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,0.625,2,5185
cf_travel_01_unknown,free_form__absent__absent__advisory,303,qwen2.5-14b,ok,1,0.75,1,4553
cf_travel_01_unknown,free_form__absent__executable__advisory,303,qwen2.5-14b,ok,1,0.75,1,4623
cf_travel_01_unknown,typed__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,0.75,1,4927
cf_travel_01_unknown,typed__absent__absent__advisory,303,qwen2.5-14b,ok,1,0.75,1,4529
cf_travel_01_unknown,free_form__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,0.75,1,4881
cf_travel_01_unknown,typed__trace_linked__absent__advisory,303,qwen2.5-14b,ok,1,0.75,1,4857
cf_travel_01_unknown,typed__absent__executable__advisory,303,qwen2.5-14b,ok,1,0.75,1,4599
cf_travel_01_unknown,free_form__trace_linked__executable__advisory,303,qwen2.5-14b,ok,1,0.75,1,4951
