task_id,method,seed,model,status,strict_success,macro_state_f1,critical_errors,input_tokens
cf_travel_06_stale,free_form__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,5005
cf_travel_06_stale,free_form__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,5059
cf_travel_06_stale,typed__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,5459
cf_travel_06_stale,typed__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,4962
cf_travel_06_stale,free_form__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10752
cf_travel_06_stale,typed__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,5404
cf_travel_06_stale,typed__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,5056
cf_travel_06_stale,free_form__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,5483
cf_travel_04_denied,free_form__absent__absent__advisory,404,ministral3-14b-2512,ok,0,0.29166666666666663,3,9915
cf_travel_04_denied,free_form__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.29166666666666663,3,2731
cf_travel_04_denied,typed__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10899
cf_travel_04_denied,typed__absent__absent__advisory,404,ministral3-14b-2512,ok,0,0.29166666666666663,3,9905
cf_travel_04_denied,free_form__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,0,0.29166666666666663,3,10729
cf_travel_04_denied,typed__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,0,0.29166666666666663,3,10769
cf_travel_04_denied,typed__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.29166666666666663,3,2725
cf_travel_04_denied,free_form__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,0,0.29166666666666663,3,11012
cf_travel_03_granted,free_form__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.3333333333333333,2,2653
cf_travel_03_granted,free_form__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,2695
cf_travel_03_granted,typed__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,2818
cf_travel_03_granted,typed__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,2637
cf_travel_03_granted,free_form__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,2792
cf_travel_03_granted,typed__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,2776
cf_travel_03_granted,typed__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.3333333333333333,2,2679
cf_travel_03_granted,free_form__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,2834
cf_travel_03_unknown,free_form__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,4938
cf_travel_03_unknown,free_form__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,5022
cf_travel_03_unknown,typed__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,5399
cf_travel_03_unknown,typed__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,4902
cf_travel_03_unknown,free_form__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,5329
cf_travel_03_unknown,typed__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,5289
cf_travel_03_unknown,typed__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,4990
cf_travel_03_unknown,free_form__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,5397
cf_travel_05_stale,free_form__absent__absent__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10070
cf_travel_05_stale,free_form__absent__executable__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10187
cf_travel_05_stale,typed__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,11601
cf_travel_05_stale,typed__absent__absent__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10054
cf_travel_05_stale,free_form__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,11242
cf_travel_05_stale,typed__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,11222
cf_travel_05_stale,typed__absent__executable__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10149
cf_travel_05_stale,free_form__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,11557
cf_travel_02_unknown,free_form__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,4878
cf_travel_02_unknown,free_form__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,4952
cf_travel_02_unknown,typed__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,5214
cf_travel_02_unknown,typed__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,4847
cf_travel_02_unknown,free_form__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,5170
cf_travel_02_unknown,typed__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,5118
cf_travel_02_unknown,typed__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,4919
cf_travel_02_unknown,free_form__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,5230
cf_travel_01_denied,free_form__absent__absent__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10065
cf_travel_01_denied,free_form__absent__executable__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10113
cf_travel_01_denied,typed__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,11413
cf_travel_01_denied,typed__absent__absent__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10006
cf_travel_01_denied,free_form__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,11273
cf_travel_01_denied,typed__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,11228
cf_travel_01_denied,typed__absent__executable__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10221
cf_travel_01_denied,free_form__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,11399
cf_travel_01_granted,free_form__absent__absent__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,9887
cf_travel_01_granted,free_form__absent__executable__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10000
cf_travel_01_granted,typed__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10828
cf_travel_01_granted,typed__absent__absent__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,9922
cf_travel_01_granted,free_form__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10720
cf_travel_01_granted,typed__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10682
cf_travel_01_granted,typed__absent__executable__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10105
cf_travel_01_granted,free_form__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10813
cf_travel_06_granted,free_form__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,2714
cf_travel_06_granted,free_form__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,2758
cf_travel_06_granted,typed__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,2982
cf_travel_06_granted,typed__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,2709
cf_travel_06_granted,free_form__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,2943
cf_travel_06_granted,typed__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,2938
cf_travel_06_granted,typed__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,2753
cf_travel_06_granted,free_form__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,2987
cf_travel_03_stale,free_form__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,4915
cf_travel_03_stale,free_form__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,5004
cf_travel_03_stale,typed__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,7870
cf_travel_03_stale,typed__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,4912
cf_travel_03_stale,free_form__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,5233
cf_travel_03_stale,typed__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,5226
cf_travel_03_stale,typed__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,4975
cf_travel_03_stale,free_form__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,7912
cf_travel_02_stale,free_form__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,4896
cf_travel_02_stale,free_form__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,7379
cf_travel_02_stale,typed__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,7894
cf_travel_02_stale,typed__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,4873
cf_travel_02_stale,free_form__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10451
cf_travel_02_stale,typed__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10599
cf_travel_02_stale,typed__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,7322
cf_travel_02_stale,free_form__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,7888
cf_travel_06_unknown,free_form__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,4930
cf_travel_06_unknown,free_form__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,5015
cf_travel_06_unknown,typed__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,5283
cf_travel_06_unknown,typed__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,4913
cf_travel_06_unknown,free_form__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,5224
cf_travel_06_unknown,typed__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,5199
cf_travel_06_unknown,typed__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,4984
cf_travel_06_unknown,free_form__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,5312
cf_travel_01_stale,free_form__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,5002
cf_travel_01_stale,free_form__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,5065
cf_travel_01_stale,typed__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,5466
cf_travel_01_stale,typed__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,4992
cf_travel_01_stale,free_form__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,5412
cf_travel_01_stale,typed__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,5393
cf_travel_01_stale,typed__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,5068
cf_travel_01_stale,free_form__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,5488
cf_travel_04_unknown,free_form__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.5416666666666666,2,4890
cf_travel_04_unknown,free_form__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.5416666666666666,2,4966
cf_travel_04_unknown,typed__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,0,0.6666666666666666,1,10494
cf_travel_04_unknown,typed__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,4848
cf_travel_04_unknown,free_form__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,0,0.5416666666666666,2,10540
cf_travel_04_unknown,typed__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,1,0.5416666666666666,2,5189
cf_travel_04_unknown,typed__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.5416666666666666,2,4928
cf_travel_04_unknown,free_form__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,0,0.5416666666666666,2,10657
cf_travel_05_granted,free_form__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,2661
cf_travel_05_granted,free_form__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.6666666666666666,1,2703
cf_travel_05_granted,typed__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.75,1,2832
cf_travel_05_granted,typed__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.75,1,2650
cf_travel_05_granted,free_form__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,1,0.75,1,2801
cf_travel_05_granted,typed__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,1,0.75,1,2790
cf_travel_05_granted,typed__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.75,1,2692
cf_travel_05_granted,free_form__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.75,1,2843
cf_travel_03_denied,free_form__absent__absent__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,9647
cf_travel_03_denied,free_form__absent__executable__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10004
cf_travel_03_denied,typed__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10520
cf_travel_03_denied,typed__absent__absent__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,9746
cf_travel_03_denied,free_form__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10366
cf_travel_03_denied,typed__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10380
cf_travel_03_denied,typed__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,4941
cf_travel_03_denied,free_form__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10595
cf_travel_02_granted,free_form__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,2653
cf_travel_02_granted,free_form__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,2691
cf_travel_02_granted,typed__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,2812
cf_travel_02_granted,typed__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,2637
cf_travel_02_granted,free_form__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,2790
cf_travel_02_granted,typed__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,2774
cf_travel_02_granted,typed__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,2675
cf_travel_02_granted,free_form__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,2828
cf_travel_04_granted,free_form__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.26666666666666666,3,2679
cf_travel_04_granted,free_form__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.26666666666666666,3,2717
cf_travel_04_granted,typed__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.26666666666666666,3,2898
cf_travel_04_granted,typed__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.26666666666666666,3,2659
cf_travel_04_granted,free_form__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,1,0.26666666666666666,3,2880
cf_travel_04_granted,typed__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,1,0.26666666666666666,3,2860
cf_travel_04_granted,typed__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.26666666666666666,3,2697
cf_travel_04_granted,free_form__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.26666666666666666,3,2918
cf_travel_02_denied,free_form__absent__absent__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,9664
cf_travel_02_denied,free_form__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,2693
cf_travel_02_denied,typed__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10553
cf_travel_02_denied,typed__absent__absent__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,9557
cf_travel_02_denied,free_form__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10297
cf_travel_02_denied,typed__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10415
cf_travel_02_denied,typed__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,2681
cf_travel_02_denied,free_form__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,0,0.41666666666666663,2,10535
cf_travel_04_stale,free_form__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.29166666666666663,3,7332
cf_travel_04_stale,free_form__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.29166666666666663,3,7466
cf_travel_04_stale,typed__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.29166666666666663,3,8179
cf_travel_04_stale,typed__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,7352
cf_travel_04_stale,free_form__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,1,0.29166666666666663,3,8027
cf_travel_04_stale,typed__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,10827
cf_travel_04_stale,typed__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.29166666666666663,3,7466
cf_travel_04_stale,free_form__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,0,0.29166666666666663,3,11037
cf_travel_01_unknown,free_form__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,4972
cf_travel_01_unknown,free_form__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,5026
cf_travel_01_unknown,typed__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,5300
cf_travel_01_unknown,typed__absent__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,4945
cf_travel_01_unknown,free_form__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,5247
cf_travel_01_unknown,typed__trace_linked__absent__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,5224
cf_travel_01_unknown,typed__absent__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,4997
cf_travel_01_unknown,free_form__trace_linked__executable__advisory,404,ministral3-14b-2512,ok,1,0.41666666666666663,2,5313
